	S15	S3	S17	S18	S10	S30	S2	S11	S20	S26	S16	S35	S23	S21	S1	S24	S39	S8	S31	S19	S12	S9	S22	S37	S29	S7	S32	S14	S4	S36	S5	S25	S27	S40	S33	S28	S6	S13
K03075: preprotein translocase subunit SecG	1291	1192	1114	849	1079	1160	1266	979	1191	1442	1093	1296	1097	794	1116	1211	1161	1385	773	1461	1312	1055	1015	949	1169	1047	843	1011	972	1308	1147	1272	950	1331	1080	1148	741	736
K03074: preprotein translocase subunit SecF	353	117	89	108	67	309	203	61	126	124	179	215	135	166	172	227	114	185	202	1013	138	94	255	94	269	164	189	353	168	133	98	67	397	69	149	163	515	417
K08965: 2,3-diketo-5-methylthiopentyl-1-phosphate enolase [EC:3.1.3.77]	3	95	1	2	13	3	1	29	5	8	0	46	4	1	10	0	33	0	0	0	2	54	10	29	7	17	1	0	9	11	11	27	0	94	1	2	1	0
K08967: 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54]	0	0	1	0	0	0	1	3	2	0	0	0	0	0	0	8	0	0	0	4	0	0	0	1	0	2	0	0	161	0	2	0	0	0	0	0	17	10
K08961: chondroitin-sulfate-ABC endolyase/exolyase [EC:4.2.2.20 4.2.2.21]	827	336	1102	858	950	408	215	728	773	477	519	480	788	498	749	645	533	434	919	176	441	1004	778	643	475	771	942	404	433	321	937	606	211	838	591	470	177	600
K08963: methylthioribose-1-phosphate isomerase [EC:5.3.1.23]	282	303	134	92	203	356	401	180	273	334	259	335	357	128	256	175	301	434	13	1026	665	282	237	213	297	389	143	125	158	247	262	561	448	263	182	167	70	124
K13873: L-arabinose 1- dehydrogenase [EC:1.1.1.46]	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1
K13876: 2-keto-3-deoxy-L-arabinonate dehydratase [EC:4.2.1.43]	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1
K13874: L-arabinonolactonase [EC:3.1.1.15]	0	0	1	0	2	1	5	0	0	2	0	1	0	0	0	5	0	0	0	2	0	0	8	1	4	1	0	0	81	1	8	0	1	2	1	2	5	3
K13875: L-arabonate dehydrase [EC:4.2.1.25]	0	0	1	0	2	1	5	0	0	2	0	1	0	0	0	1	0	0	0	1	0	0	8	1	4	1	0	0	1	1	8	0	1	2	1	2	6	3
K06139: pyrroloquinoline quinone biosynthesis protein E	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	5	0	0	0	3	1	1	7
K06138: pyrroloquinoline quinone biosynthesis protein D	185	360	399	296	371	229	86	311	287	153	133	191	319	315	243	239	302	177	318	40	149	319	275	270	249	234	323	61	571	307	291	159	240	328	179	182	53	152
K06135: pyrroloquinoline quinone biosynthesis protein A	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K06134: ubiquinone biosynthesis monooxygenase Coq7 [EC:1.14.13.-]	130	8	1	6	14	1	5	2	1	5	0	1	12	0	0	1	0	28	0	1	0	1	25	1	7	2	0	0	2	1	8	0	1	2	5	30	7	5
K06137: pyrroloquinoline-quinone synthase [EC:1.3.3.11]	105	18	0	0	1	0	1	2	4	0	0	0	209	0	7	0	0	100	2	1	237	14	5	0	0	65	0	4	0	0	3	0	0	0	3	1	0	21
K06136: pyrroloquinoline quinone biosynthesis protein B	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	5	0	0	0	4	1	1	7
K06131: cardiolipin synthase [EC:2.7.8.-]	1671	1753	1511	922	1497	1807	2257	1335	1777	2721	1540	2176	1614	1354	1616	1768	1673	2274	843	1618	2357	1360	1290	1963	1838	1608	1056	1146	1141	1990	1540	2391	1251	2152	1781	2322	958	973
K06133: 4'-phosphopantetheinyl transferase [EC:2.7.8.-]	426	546	455	98	405	757	722	327	599	1167	412	733	270	225	538	688	520	770	66	130	769	339	470	423	965	435	180	205	226	820	523	962	120	744	593	600	313	134
K06132: putative cardiolipin synthase [EC:2.7.8.-]	0	14	5	0	2	1	6	6	1	2	0	8	0	0	0	18	1	0	0	3	0	0	8	1	4	24	7	41	82	12	9	1	1	2	4	2	199	38
K02600: N utilization substance protein A	1341	1230	1159	853	1113	1305	1380	1006	1244	1576	1148	1409	1153	923	1166	1237	1189	1439	778	1486	1396	1068	1047	1153	1320	1079	881	1017	1004	1336	1172	1521	960	1369	1329	1573	752	754
K07389: cytolysin-activating lysine-acyltransferase [EC:2.3.1.-]	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
K07388: hydrogenase expression/formation protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04747: nitric oxide reductase NorF protein or nitric-oxide reductase NorF protein [EC:1.7.99.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01516: nucleoside-triphosphatase [EC:3.6.1.15]	1203	1224	1159	846	1101	1289	1373	1007	1243	1577	1144	1432	1140	923	1164	1242	1189	1410	777	1483	1395	1064	1007	1154	1320	1078	880	1016	957	1336	1173	1520	953	1366	1324	1541	727	751
K09977: hypothetical protein	0	0	1	0	2	1	4	2	1	5	0	1	0	0	0	1	0	0	0	1	0	1	8	1	4	1	0	0	1	1	7	0	1	2	4	2	6	3
K07518: hydroxybutyrate-dimer hydrolase [EC:3.1.1.22]	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	1	3
K07519: phthalate 4,5-dioxygenase [EC:1.14.12.7]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11437: protein arginine N-methyltransferase 6 [EC:2.1.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07512: mitochondrial trans-2-enoyl-CoA reductase [EC:1.3.1.38]	105	18	0	0	0	0	0	0	3	0	0	0	209	0	7	0	0	100	2	0	237	14	0	0	0	65	0	4	0	0	0	0	0	0	0	1	0	18
K07516: 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	1	0	1	1	5	2	8	2	1	4	0	2	0	0	0	1	0	0	1	2	1	0	24	2	11	3	0	0	2	3	17	1	2	2	4	3	10	16
K10212: glycosyl-4,4'-diaponeurosporenoate acyltransferase [EC:2.3.1.-]	55	6	12	4	9	21	9	2	8	2	6	12	5	2	4	3	4	15	0	2	6	4	8	32	2	9	7	1	0	0	6	10	3	6	4	3	6	10
K10747: DNA ligase 1 [EC:6.5.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10217: aminomuconate-semialdehyde dehydrogenase [EC:1.2.1.32]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10219: 4-carboxy-2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.45] or 2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase [EC:1.1.1.312]	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	2	1
K10218: 4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]	0	1	0	1	4	1	1	6	1	13	0	1	1	0	0	7	1	0	0	0	0	0	8	0	2	1	0	0	1	2	7	2	0	1	0	2	2	1
K10748: DNA replication terminus site-binding protein	0	24	8	73	0	0	18	15	0	85	0	16	27	72	3	97	1	0	188	2	0	0	63	0	9	48	114	241	90	46	2	34	26	1	50	0	350	351
K01912: phenylacetate-CoA ligase [EC:6.2.1.30]	1415	1780	1685	1659	1898	1320	1041	1830	1764	1754	998	1424	1639	1372	1244	1421	1395	1810	1549	387	1868	1662	1572	1306	1292	1434	1306	918	1608	1857	1671	1784	663	1885	1590	1680	588	776
K01913: None	0	3	0	2	1	0	3	0	0	0	9	1	0	0	4	1	0	9	0	6	19	17	1	1	3	24	0	0	1	1	2	0	0	2	1	1	5	0
K01910: [citrate (pro-3S)-lyase] ligase [EC:6.2.1.22]	25	69	56	84	16	189	96	46	29	225	97	160	75	115	82	144	115	33	194	35	46	20	129	37	172	90	132	266	241	123	66	46	315	88	54	56	367	427
K01911: O-succinylbenzoic acid--CoA ligase [EC:6.2.1.26]	368	653	443	583	572	406	316	677	396	257	504	404	615	547	471	462	612	402	625	225	531	591	528	391	608	550	565	392	756	535	534	574	541	496	537	394	501	561
K01916: NAD+ synthase [EC:6.3.1.5]	157	38	17	10	25	10	71	7	5	8	9	48	14	30	10	26	4	46	7	32	11	10	29	11	14	30	13	46	150	16	4	7	85	17	9	33	242	59
K01917: glutathionylspermidine synthase [EC:6.3.1.8]	66	73	56	208	167	36	18	206	85	86	21	32	41	105	23	31	35	74	169	45	47	52	95	69	12	37	9	15	23	120	100	1	28	66	144	156	58	1
K01914: aspartate--ammonia ligase [EC:6.3.1.1]	817	1114	1018	816	1051	1052	1070	970	1150	1529	791	1192	840	876	887	1151	949	1191	763	312	1054	978	929	1030	1128	898	809	875	911	1272	1071	1493	668	1261	1072	1124	701	679
K01915: glutamine synthetase [EC:6.3.1.2]	2859	2916	2777	2107	2752	2895	3105	2527	3059	3736	2495	3212	2712	2107	2707	2902	2771	3203	1724	1971	3108	2586	2413	2711	2806	2427	2018	1499	2444	3214	2873	3622	1773	3282	3178	3631	1209	1295
K01918: pantoate--beta-alanine ligase [EC:6.3.2.1]	757	835	919	756	814	814	760	821	969	1028	801	869	932	646	885	903	872	988	715	395	922	862	788	693	881	746	725	849	839	1039	943	1059	375	988	1185	1084	572	584
K01919: glutamate--cysteine ligase [EC:6.3.2.2]	199	308	62	111	28	120	116	76	22	116	15	101	195	216	48	249	141	87	199	28	12	47	134	36	123	75	224	268	507	242	37	52	225	91	86	43	450	408
K07774: two-component system, OmpR family, response regulator TctD	1	1	5	74	4	2	26	9	1	88	1	7	27	72	3	73	0	0	188	4	1	1	82	2	17	9	101	166	90	31	19	35	26	5	44	4	72	302
K07775: two-component system, OmpR family, response regulator ResD	184	58	46	9	49	112	126	44	117	107	70	69	64	153	111	55	33	104	4	38	107	40	64	214	223	63	50	22	38	42	34	266	25	55	92	149	69	39
K07776: two-component system, OmpR family, response regulator RegX3	81	8	41	4	8	32	5	5	13	19	5	30	4	1	6	5	4	22	1	11	13	11	6	8	3	6	11	18	26	4	6	5	2	4	4	4	4	1
K07777: two-component system, NarL family, sensor histidine kinase DegS [EC:2.7.13.3]	34	44	13	3	27	75	15	18	93	113	31	51	36	14	77	8	24	59	2	15	57	26	48	32	23	13	15	8	10	25	19	238	14	9	73	41	18	6
K07770: two-component system, OmpR family, response regulator CssR	5	8	2	28	11	14	31	11	4	15	36	23	6	24	14	4	4	11	4	3	1	14	1	7	4	1	10	16	6	5	2	13	20	8	19	6	61	6
K07771: two-component system, OmpR family, response regulator BasR	0	24	8	73	1	1	19	15	0	87	0	16	27	72	3	97	1	0	188	2	0	0	69	0	10	49	114	241	90	46	7	35	27	1	51	0	350	355
K07772: two-component system, OmpR family, torCAD operon response regulator TorR	0	14	4	0	0	0	0	4	0	0	0	7	0	0	0	13	1	0	0	0	0	0	0	0	0	22	7	41	0	10	0	0	0	0	2	0	187	32
K07773: two-component system, OmpR family, aerobic respiration control protein ArcA	0	24	10	73	0	0	19	15	0	86	0	23	28	81	11	123	2	0	195	5	1	0	84	6	10	50	119	242	90	47	2	35	41	2	59	0	380	351
K07778: two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]	5	7	10	29	17	17	49	11	4	20	23	25	7	7	10	9	4	12	10	26	1	14	2	8	8	3	12	12	55	6	1	18	61	8	22	6	35	20
K01193: beta-fructofuranosidase [EC:3.2.1.26]	641	689	710	268	712	1141	1612	401	935	2095	653	1228	516	536	748	975	717	914	336	282	1179	336	580	861	1382	669	414	536	593	1026	897	1436	543	1090	1333	1856	551	647
K04340: scyllo-inosamine-4-phosphate amidinotransferase 1 [EC:2.1.4.2]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04341: dTDP-dihydrostreptose-streptidine-6-phosphate dihydrostreptosyltransferase [EC:2.4.2.27]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04342: streptomycin-6-phosphatase [EC:3.1.3.39]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04343: streptomycin 6-kinase [EC:2.7.1.72]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12986: 1,5-rhamnosyltransferase [EC:2.4.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04691: serine protease DegS [EC:3.4.21.-]	0	24	10	73	0	0	19	17	1	89	0	23	28	81	11	123	2	0	195	5	1	0	84	6	10	50	120	242	90	47	2	35	41	2	63	0	380	351
K02931: large subunit ribosomal protein L5	1312	1158	1103	850	1078	1131	1291	967	1206	1440	1107	1316	1103	905	1099	1150	1154	1431	770	1480	1329	1041	1004	1105	963	1044	857	994	963	1258	1087	1263	954	1325	1031	1230	746	754
K02933: large subunit ribosomal protein L6	1244	1219	1151	848	1102	1305	1380	1002	1222	1578	1133	1409	1128	926	1158	1231	1157	1425	777	1483	1385	1059	1040	1153	1320	1067	875	1013	1009	1337	1169	1520	966	1333	1329	1566	756	756
K02935: large subunit ribosomal protein L7/L12	1341	1232	1159	854	1113	1305	1381	1007	1244	1574	1148	1409	1153	927	1167	1238	1189	1439	778	1487	1396	1068	1047	1154	1320	1079	881	1017	1009	1337	1173	1521	967	1369	1329	1573	755	756
K02936: large subunit ribosomal protein L7Ae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02939: large subunit ribosomal protein L9	1341	1232	1159	854	1113	1305	1380	1007	1244	1578	1148	1409	1153	924	1166	1238	1189	1438	778	1486	1396	1068	1047	1154	1320	1079	880	1017	1009	1337	1173	1520	966	1369	1329	1573	756	756
K00205: formylmethanofuran dehydrogenase subunit F [EC:1.2.99.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00204: formylmethanofuran dehydrogenase subunit H [EC:1.2.99.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00207: dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2]	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	1	1	1	3
K00206: None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00201: formylmethanofuran dehydrogenase subunit B [EC:1.2.99.5]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	4
K00200: formylmethanofuran dehydrogenase subunit A [EC:1.2.99.5]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	4
K00203: formylmethanofuran dehydrogenase subunit D [EC:1.2.99.5]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00202: formylmethanofuran dehydrogenase subunit C [EC:1.2.99.5]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	4
K00209: enoyl-[acyl-carrier-protein] reductase (NADPH2, B-specific) [EC:1.3.1.10]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00208: enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9]	477	579	592	708	618	358	300	663	484	335	559	383	529	532	554	490	593	379	694	244	303	659	590	467	314	529	643	734	726	482	658	503	555	513	510	443	512	560
K01000: phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	1311	1245	1181	858	1117	1331	1449	1013	1257	1595	1168	1452	1179	930	1198	1251	1201	1471	783	1489	1409	1073	1061	1165	1338	1080	894	1020	1016	1349	1180	1525	967	1372	1563	1895	760	757
K01001: UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase [EC:2.7.8.15]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01002: phosphoglycerol transferase [EC:2.7.8.20]	46	360	68	58	120	50	101	120	46	315	60	230	24	34	46	84	152	255	39	16	19	138	29	96	37	56	47	72	97	212	147	397	35	346	41	214	212	38
K01003: carboxyvinyl-carboxyphosphonate phosphorylmutase [EC:2.7.8.23]	28	24	17	14	105	45	122	30	67	83	36	45	22	40	37	52	82	150	1	18	265	14	40	72	76	142	12	7	1	74	12	17	8	19	38	22	1	27
K01004: phosphatidylcholine synthase [EC:2.7.8.24]	0	0	2	1	1	3	9	2	1	1	0	1	0	0	0	0	0	0	2	9	0	1	4	0	0	0	0	0	1	2	0	1	4	0	0	1	10	5
K01005: None	274	629	531	617	664	290	280	606	381	554	429	343	441	444	492	373	531	294	533	281	237	516	390	431	268	365	432	156	606	517	574	763	309	522	432	400	141	158
K01006: pyruvate,orthophosphate dikinase [EC:2.7.9.1]	1271	1159	1096	771	1094	1099	1275	973	1222	1467	1035	1268	1088	805	1086	1060	1096	1396	576	1438	1340	1031	914	1115	1147	959	743	738	862	1237	1100	1478	616	1323	1259	1506	341	322
K01007: pyruvate, water dikinase [EC:2.7.9.2]	184	224	83	107	165	301	257	108	192	171	218	249	373	172	207	304	211	433	197	68	647	212	240	142	330	438	176	289	208	199	106	88	351	132	184	198	449	455
K01008: selenide, water dikinase [EC:2.7.9.3]	307	463	420	181	426	642	939	253	547	1154	412	759	312	394	423	756	436	540	260	1091	739	258	410	575	775	469	291	443	286	705	451	903	300	602	766	976	504	511
K10855: acetone carboxylase, beta subunit [EC:6.4.1.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14115: energy-converting hydrogenase B subunit F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14116: energy-converting hydrogenase B subunit G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14441: ribosomal protein S12 methylthiotransferase [EC:2.-.-.-]	1143	1200	1079	808	1071	1249	1319	982	1221	1541	1112	1345	1129	897	1149	1221	1173	1371	765	1440	1386	1035	1010	1132	1307	1067	832	986	944	1323	1161	1481	886	1353	1304	1531	716	706
K14446: crotonyl-CoA carboxylase/reductase	71	0	0	0	0	0	1	0	1	0	2	0	0	0	0	1	0	4	0	0	14	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	4
K14447: ethylmalonyl-CoA mutase	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	4
K14112: energy-converting hydrogenase B subunit C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14445: solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5	133	69	16	0	36	11	2	48	3	0	2	0	223	0	22	1	19	100	9	2	252	25	23	26	39	139	14	14	0	0	26	0	0	29	28	35	0	71
K08195: MFS transporter, AAHS family, 4-hydroxybenzoate transporter	0	0	1	1	5	2	12	3	2	2	1	3	0	0	0	13	0	0	1	5	1	1	25	2	8	3	0	0	243	3	23	1	2	4	7	4	19	12
K08194: MFS transporter, ACS family, D-galactonate transporter	0	14	5	0	3	1	7	6	1	0	0	9	0	0	0	14	1	0	1	4	0	0	16	1	5	23	7	41	242	12	14	1	2	2	3	2	199	37
K14448: (2S)-methylsuccinyl-CoA dehydrogenase	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	4
K08196: MFS transporter, AAHS family, cis,cis-muconate transporter	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
K08191: MFS transporter, ACS family, hexuronate transporter	459	554	561	728	586	264	147	617	491	349	295	289	472	500	342	417	443	319	697	156	222	611	498	374	283	425	541	677	809	464	544	336	278	503	514	385	364	477
K14119: energy-converting hydrogenase B subunit J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08193: MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), other or MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00702: cellobiose phosphorylase [EC:2.4.1.20]	118	44	15	2	27	90	32	19	97	115	61	55	40	33	91	9	27	66	2	16	78	26	72	33	25	14	16	8	10	28	19	241	14	11	81	62	49	5
K10799: tankyrase [EC:2.4.2.30]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03518: carbon-monoxide dehydrogenase small subunit [EC:1.2.99.2]	552	716	587	214	908	1089	1589	429	937	2207	656	1222	427	500	657	953	871	1060	112	2113	1674	367	562	899	1386	878	233	386	334	1169	810	1470	463	1102	982	1271	185	237
K03519: carbon-monoxide dehydrogenase medium subunit [EC:1.2.99.2]	34	12	34	4	10	144	26	29	29	38	21	23	9	7	46	76	24	9	0	2	50	14	36	8	333	21	4	19	48	59	46	27	0	47	52	8	4	8
K09719: hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10856: acetone carboxylase, gamma subunit [EC:6.4.1.6]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03516: flagellar protein FlhE	0	14	4	0	0	0	1	4	0	0	0	7	0	0	0	17	1	0	0	1	0	0	0	0	0	22	7	41	0	10	0	0	0	0	2	0	193	35
K03517: quinolinate synthase [EC:2.5.1.72]	990	1107	986	797	902	838	853	900	1061	1312	734	1079	964	692	789	956	865	1053	754	342	988	964	816	726	825	759	765	863	893	1102	1045	1437	448	1211	1237	1245	633	621
K02205: arginine/ornithine permease	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02204: homoserine kinase type II [EC:2.7.1.39]	0	0	3	1	2	3	9	2	1	5	0	29	0	16	0	1	0	0	1	5	1	1	13	1	9	2	2	0	16	2	10	1	6	2	5	3	9	11
K02203: phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39]	430	333	506	99	294	579	769	233	564	1173	378	743	257	180	433	508	403	592	36	1068	449	278	276	397	569	240	175	263	160	680	489	1025	107	763	718	999	54	59
K02201: pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02200: cytochrome c-type biogenesis protein CcmH	149	63	82	92	31	252	185	44	2	93	226	171	98	128	134	191	188	74	197	42	38	33	212	64	119	133	145	288	186	48	122	35	812	97	66	176	418	478
K13714: bifunctional autolysin [EC:3.5.1.28 3.2.1.96]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
K13461: effector protein HopM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12518: outer membrane usher protein PapC	0	11	6	147	0	0	33	18	0	170	0	13	55	144	6	148	0	0	375	0	0	0	125	0	17	32	208	366	17	65	3	69	51	2	90	0	209	605
K12519: chaperone protein PapD	0	11	6	147	0	0	33	18	0	170	0	13	55	144	6	148	0	0	375	0	0	0	125	0	17	32	208	366	17	65	3	69	51	2	90	0	209	605
K12517: major pilin subunit PapA	0	11	6	147	0	0	33	18	0	170	0	13	55	144	6	148	0	0	375	0	0	0	125	0	17	32	208	366	17	65	3	69	51	2	90	0	209	605
K12514: tight adherence protein F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12515: tight adherence protein G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12512: tight adherence protein D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12513: tight adherence protein E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12510: tight adherence protein B	412	594	511	107	534	773	992	320	690	1336	500	894	295	254	589	660	660	935	71	161	1008	342	445	528	756	521	179	167	200	848	542	1200	397	800	796	976	97	160
K12511: tight adherence protein C	115	51	89	36	140	221	253	53	159	194	138	153	76	65	158	106	168	257	10	55	350	76	166	116	140	210	48	35	58	128	67	62	300	94	118	130	41	86
K07183: response regulator NasT	576	564	483	147	454	906	977	316	684	1138	474	897	357	365	555	727	517	905	65	169	800	372	458	640	991	485	193	186	177	853	520	769	337	801	565	806	198	157
K07182: CBS domain-containing protein	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	3
