	S12	S10	S11	S1	S28	S8	S20	S15	S39	S27	S21	S3	S32	S14	S9	S25	S33	S34	S4	S40	S37	S19	S30	S22	S26	S16	S2	S36	S7	S6	S17	S5	S35	S38	S23	S18	S24	S31	S29	S13
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis|t__GCF_000178255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19781
k__Bacteria|p__Firmicutes|c__Negativicutes	0	0	0	0	0	0	0	1.27435	0	10.86868	2.11697	0	0	0	0.13233	0	0	0	0	0.15474	0	0	0	0	0	3.6541	1.00188	0	0.8905	0	0.60619	0	4.00839	0	0	0	0	0.28189	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0	0	0	0	0	0	0	1.27435	0	10.86868	2.11697	0	0	0	0.13233	0	0	0	0	0.15474	0	0	0	0	0	3.6541	1.00188	0	0.8905	0	0.60619	0	4.00839	0	0	0	0	0.28189	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6541	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6541	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6541	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens|t__GCF_000188175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6541	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0	0	0	0	0	0	0	1.27435	0	10.86868	2.11697	0	0	0	0.13233	0	0	0	0	0.15474	0	0	0	0	0	0	1.00188	0	0.8905	0	0.60619	0	4.00839	0	0	0	0	0.28189	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	0	0	0	0	0	0	0	1.27435	0	0	0	0	0	0	0.13233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.54357	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	0	0	0	0	0	0	0	1.27435	0	0	0	0	0	0	0.13233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.54357	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus|t__GCF_000160055	0	0	0	0	0	0	0	1.27435	0	0	0	0	0	0	0.13233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.54357	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15474	0	0	0	0	0	0	0.92364	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas|s__Megamonas_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15474	0	0	0	0	0	0	0.92364	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	0	0	0	0	0	0	0	0	0	10.86868	2.11697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07824	0	0.8905	0	0.60619	0	0.46482	0	0	0	0	0.28189	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	0	0	0	0	0	0	0	0	0	0	0.93292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08999	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica|t__Veillonella_atypica_unclassified	0	0	0	0	0	0	0	0	0	0	0.93292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08999	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	0	0	0	0	0	0	0	0	0	2.9829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01996	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula|t__Veillonella_parvula_unclassified	0	0	0	0	0	0	0	0	0	2.9829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01996	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_unclassified	0	0	0	0	0	0	0	0	0	7.88578	1.18406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07824	0	0.8905	0	0.60619	0	0.35487	0	0	0	0	0.28189	0	0
k__Bacteria|p__Proteobacteria	4.62387	0	3.19536	2.8197	10.52418	6.51861	0	0	4.35371	28.4923	15.09335	6.83131	23.652	62.7155	0.51218	6.51861	27.08953	0	5.68686	0	0.18328	0	6.07806	18.89318	13.44234	2.782	1.60499	6.82516	16.43071	93.48452	2.54825	7.81928	4.08364	0	5.76361	24.00505	43.84989	63.11466	6.41884	81.44633
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	4.62387	0	0.40097	2.8197	10.52418	0	0	0	3.70491	22.85149	0	2.94165	0	0.969	0.17385	0	0	0	0	0	0.18328	0	6.07806	0	0	2.782	0.89115	0	0	0	0.67204	0	0.8024	0	0.09837	0	10.57954	0	0	9.14608
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	4.62387	0	0.40097	2.8197	10.52418	0	0	0	3.70491	22.85149	0	2.94165	0	0.969	0.17385	0	0	0	0	0	0.18328	0	6.07806	0	0	2.782	0.89115	0	0	0	0.67204	0	0.8024	0	0.09837	0	10.57954	0	0	9.14608
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname	0	0	0.40097	0	0	0	0	0	0	0	0	0	0	0	0.17385	0	0	0	0	0	0.08769	0	0	0	0	0	0	0	0	0	0.67204	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname	0	0	0.40097	0	0	0	0	0	0	0	0	0	0	0	0.17385	0	0	0	0	0	0.08769	0	0	0	0	0	0	0	0	0	0.67204	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname|s__Burkholderiales_bacterium_1_1_47	0	0	0.40097	0	0	0	0	0	0	0	0	0	0	0	0.17385	0	0	0	0	0	0.08769	0	0	0	0	0	0	0	0	0	0.67204	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname|s__Burkholderiales_bacterium_1_1_47|t__GCF_000144975	0	0	0.40097	0	0	0	0	0	0	0	0	0	0	0	0.17385	0	0	0	0	0	0.08769	0	0	0	0	0	0	0	0	0	0.67204	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	0	0	0	0	0	0	0	0	0.04363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Candidatus_Zinderia	0	0	0	0	0	0	0	0	0.04363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Candidatus_Zinderia|s__Candidatus_Zinderia_insecticola	0	0	0	0	0	0	0	0	0.04363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Candidatus_Zinderia|s__Candidatus_Zinderia_insecticola|t__GCF_000147015	0	0	0	0	0	0	0	0	0.04363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	4.62387	0	0	2.8197	10.52418	0	0	0	3.66128	22.85149	0	2.94165	0	0.969	0	0	0	0	0	0	0.0956	0	6.07806	0	0	2.782	0.89115	0	0	0	0	0	0.8024	0	0.09837	0	10.57954	0	0	9.14608
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0956	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09837	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0956	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09837	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis|t__GCF_000205025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0956	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09837	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	3.97505	0	0	2.8197	10.52418	0	0	0	0	0.15631	0	2.94165	0	0.41436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.57954	0	0	9.14608
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	0.64882	0	0	0	0	0	0	0	3.66128	22.69518	0	0	0	0.55464	0	0	0	0	0	0	0	0	6.07806	0	0	2.782	0.89115	0	0	0	0	0	0.8024	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis	3.97505	0	0	2.8197	10.52418	0	0	0	0	0.15631	0	2.94165	0	0.41436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.57954	0	0	9.14608
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis|t__Sutterella_wadsworthensis_unclassified	3.97505	0	0	2.8197	10.52418	0	0	0	0	0.15631	0	2.94165	0	0.41436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.57954	0	0	9.14608
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0	0	0.104	0	0	0	0	0	0.64881	0	0	0	1.09183	0	0.33833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0	0	0.104	0	0	0	0	0	0.64881	0	0	0	1.09183	0	0.33833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0	0	0.104	0	0	0	0	0	0.64881	0	0	0	1.09183	0	0.33833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	0	0	0.104	0	0	0	0	0	0.64881	0	0	0	1.09183	0	0.33833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_unclassified	0	0	0.104	0	0	0	0	0	0.64881	0	0	0	1.09183	0	0.33833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0	0	2.69039	0	0	6.51861	0	0	0	5.64082	15.09335	3.88966	22.56017	61.7465	0	6.51861	27.08953	0	5.68686	0	0	0	0	18.89318	13.44234	0	0.71384	6.82516	16.43071	93.48452	1.87621	7.81928	3.28125	0	5.66524	24.00505	33.27035	63.11466	6.41884	72.30025
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0	0	2.69039	0	0	6.51861	0	0	0	5.64082	15.09335	3.88966	21.95002	61.7465	0	6.51861	27.08953	0	5.68686	0	0	0	0	18.89318	13.44234	0	0.71384	6.82516	16.43071	89.22197	1.87621	7.81928	2.85951	0	5.66524	24.00505	31.42766	62.67328	6.41884	72.30025
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	0	0	2.69039	0	0	6.51861	0	0	0	5.64082	15.09335	3.88966	21.95002	61.7465	0	6.51861	27.08953	0	5.68686	0	0	0	0	18.89318	13.44234	0	0.71384	6.82516	16.43071	89.22197	1.87621	7.81928	2.85951	0	5.66524	24.00505	31.42766	62.67328	6.41884	72.30025
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	0	0	2.69039	0	0	6.51861	0	0	0	5.64082	15.09335	3.88966	21.95002	61.7465	0	6.51861	27.08953	0	5.68686	0	0	0	0	18.89318	13.44234	0	0.71384	6.82516	16.43071	89.22197	1.87621	7.81928	2.85951	0	5.66524	24.00505	31.42766	62.67328	6.41884	72.30025
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	0	0	1.05135	0	0	6.51861	0	0	0	5.64082	15.09335	3.88966	21.95002	48.37324	0	6.51861	9.77951	0	0	0	0	0	0	10.96574	13.44234	0	0	3.31402	7.56641	56.06173	0.86497	0	1.73782	0	1.78356	18.44716	31.42766	52.04607	0	68.62735
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__Escherichia_coli_unclassified	0	0	1.05135	0	0	6.51861	0	0	0	5.64082	15.09335	3.88966	21.95002	48.37324	0	6.51861	9.77951	0	0	0	0	0	0	10.96574	13.44234	0	0	3.31402	7.56641	56.06173	0.86497	0	1.73782	0	1.78356	18.44716	31.42766	52.04607	0	68.62735
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_unclassified	0	0	1.63904	0	0	0	0	0	0	0	0	0	0	13.37325	0	0	17.31002	0	5.68686	0	0	0	0	7.92744	0	0	0.71384	3.51114	8.86429	33.16024	1.01124	7.81928	1.12169	0	3.88168	5.55789	0	10.62721	6.41884	3.6729
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0	0	0	0	0	0	0	0	0	0	0	0	0.61015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26255	0	0	0.42174	0	0	0	1.84268	0.44138	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0.61015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26255	0	0	0.42174	0	0	0	1.84268	0.44138	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	0	0	0	0	0	0	0	0	0	0	0	0	0.61015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26255	0	0	0.42174	0	0	0	1.84268	0.44138	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0.61015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26255	0	0	0.42174	0	0	0	1.84268	0.44138	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae|t__Haemophilus_parainfluenzae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0.61015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26255	0	0	0.42174	0	0	0	1.84268	0.44138	0	0
k__Bacteria|p__Spirochaetes	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44927	0	0	0	0	0	0	0	47.60867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44927	0	0	0	0	0	0	0	47.60867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44927	0	0	0	0	0	0	0	47.60867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Brachyspiraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44927	0	0	0	0	0	0	0	47.60867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Brachyspiraceae|g__Brachyspira	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44927	0	0	0	0	0	0	0	47.60867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44927	0	0	0	0	0	0	0	47.60867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia	26.48242	0	0	0	0	0	0	8.16444	0	0	0	1.02049	0	0.04815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.86756	0	0	0	0	0	9.07288	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	26.48242	0	0	0	0	0	0	8.16444	0	0	0	1.02049	0	0.04815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.86756	0	0	0	0	0	9.07288	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	26.48242	0	0	0	0	0	0	8.16444	0	0	0	1.02049	0	0.04815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.86756	0	0	0	0	0	9.07288	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	26.48242	0	0	0	0	0	0	8.16444	0	0	0	1.02049	0	0.04815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.86756	0	0	0	0	0	9.07288	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	26.48242	0	0	0	0	0	0	8.16444	0	0	0	1.02049	0	0.04815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.86756	0	0	0	0	0	9.07288	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia|s__Akkermansia_muciniphila	26.48242	0	0	0	0	0	0	8.16444	0	0	0	1.02049	0	0.04815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.86756	0	0	0	0	0	9.07288	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia|s__Akkermansia_muciniphila|t__GCF_000020225	26.48242	0	0	0	0	0	0	8.16444	0	0	0	1.02049	0	0.04815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.86756	0	0	0	0	0	9.07288	0	0	0	0	0
k__Viruses	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20844	0	0	0	0	28.91325	3.09225	26.54744	0	1.60894	91.61741	0	0	0	0.57839	0	0	0	51.19402	0.53132	0	0	0	2.41645
k__Viruses|p__Viruses_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20844	0	0	0	0	28.91325	3.09225	26.54744	0	1.60894	91.61741	0	0	0	0.57839	0	0	0	51.19402	0.53132	0	0	0	2.41645
k__Viruses|p__Viruses_noname|c__Viruses_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20844	0	0	0	0	28.91325	3.09225	26.54744	0	1.60894	91.61741	0	0	0	0.57839	0	0	0	51.19402	0.53132	0	0	0	2.41645
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Epsilon15likevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Epsilon15likevirus|s__Epsilon15likevirus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.09225	0	0	0	91.61741	0	0	0	0	0	0	0	51.19402	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.09225	0	0	0	91.61741	0	0	0	0	0	0	0	51.19402	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Roseolovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.09225	0	0	0	91.61741	0	0	0	0	0	0	0	51.19402	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Roseolovirus|s__Human_herpesvirus_6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.61741	0	0	0	0	0	0	0	51.19402	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Roseolovirus|s__Human_herpesvirus_6B|t__PRJNA14422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.61741	0	0	0	0	0	0	0	51.19402	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Herpesvirales|f__Herpesviridae|g__Roseolovirus|s__Roseolovirus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.09225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.91325	0	26.54744	0	1.60894	0	0	0	0	0.57839	0	0	0	0	0.53132	0	0	0	2.41645
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Baculoviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57839	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Baculoviridae|g__Alphabaculovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57839	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Baculoviridae|g__Alphabaculovirus|s__Bombyx_mori_nucleopolyhedrovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57839	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Baculoviridae|g__Alphabaculovirus|s__Bombyx_mori_nucleopolyhedrovirus|t__Bombyx_mori_nucleopolyhedrovirus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57839	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Potyviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53132	0	0	0	0
